Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates/PP035_sorted_q10_mrkDup.bam
PAX7	2
TAS1R2	0
ALDH4A1	0
MIR4695	0
MIR1290	0
IFFO2	22
ENSG00000272084	4
UBR4	1110
EMC1-AS1	0
EMC1	24
MRTO4	31
ENSG00000286064	0
AKR7L	0
AKR7A3	0
ENSG00000270728	0
AKR7A2	281
RNU6-1099P	0
SLC66A1	6
CAPZB	2757
RN7SL277P	1
MICOS10	52
RNU4-28P	0
MICOS10-DT	0
NBL1	8
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	0
TMCO4	18
RNF186	0
RNF186-AS1	0
OTUD3	55
PLA2G2E	1
RN7SL304P	0
PLA2G2A	1
PLA2G5	1
PLA2G2D	0
PLA2G2F	1
ENSG00000227066	0
PLA2G2C	2
UBXN10	17
LINC01757	0
ENSG00000284710	0
VWA5B1	0
ENSG00000226664	0
LINC01141	2
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	1
ENSG00000289402	0
MUL1	3
RPS4XP4	0
FAM43B	0
CDA	59
PINK1	154
MIR6084	0
PINK1-AS	0
DDOST	36
KIF17	32
ENSG00000235432	0
SH2D5	2
ENSG00000233069	0
HP1BP3	1279
EIF4G3	5073
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	0
ECE1	1209
ENSG00000236936	11
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	0
HS6ST1P1	0
CROCCP5	0
NBPF3	87
PFN1P10	0
ALPL	24
ENSG00000289715	0
LINC02596	0
RAP1GAP	520
USP48	860
ENSG00000231978	0
LDLRAD2	0
HSPG2	22
ENSG00000232037	0
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	1
RNU6-776P	0
LINC01635	3
LINC00339	1
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	71
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	4
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	1
ZBTB40	47
ZBTB40-IT1	0
EPHA8	12
MIR6127	0
C1QA	2
ENSG00000289692	0
C1QC	43
C1QB	57
EPHB2	17
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	12
TEX46	0
KDM1A	703
ENSG00000240553	2
MIR3115	0
ENSG00000266802	0
LUZP1	88
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	0
ENSG00000215381	2
LINC01355	1
ENSG00000284726	0
HNRNPR	567
ZNF436	24
ZNF436-AS1	1
ENSG00000271420	0
TCEA3	45
ENSG00000232482	0
ASAP3	17
E2F2	241
ENSG00000235052	0
ID3	18
ENSG00000285802	0
MDS2	1
ENSG00000229239	0
RPL11	1162
ELOA-AS1	6
ELOA	190
PITHD1	1250
LYPLA2	24
GALE	15
HMGCL	22
FUCA1	22
CNR2	3
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	412
SRSF10	276
ENSG00000215905	0
ENSG00000225315	0
MYOM3	15
MYOM3-AS1	0
IL22RA1	0
IFNLR1	11
GRHL3	3
LINC02800	10
GRHL3-AS1	0
STPG1	24
NIPAL3	162
ENSG00000288982	0
RCAN3AS	0
RCAN3	511
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	640
ENSG00000284699	11
CLIC4	1913
RNU6-1208P	10
RUNX3	119
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	2
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	621
ENSG00000284602	2
ENSG00000284657	0
RSRP1	261
ENSG00000272432	0
ENSG00000261349	0
RHD	264
SDHDP6	0
ENSG00000259984	1
TMEM50A	2123
RHCE	49
ENSG00000238084	7
MACO1	226
LDLRAP1	1376
ENSG00000225643	0
MAN1C1	15
ENSG00000233478	0
SELENON	483
ENSG00000255054	0
ENSG00000228172	1
MTFR1L	437
ENSG00000272478	0
AUNIP	0
ENSG00000236528	0
PAQR7	20
STMN1	60
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	5
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	3
SLC30A2	0
ENSG00000284309	5
TRIM63	6
PDIK1L	16
FAM110D	2
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	4
CATSPER4	15
ZPLD2P	5
ENSG00000278572	0
CEP85	94
ENSG00000270733	0
SH3BGRL3	31768
UBXN11	391
CD52	191
CRYBG2	16
ENSG00000225854	0
ZNF683	2
LIN28A	0
DHDDS	57
ENSG00000223583	0
DHDDS-AS1	5
HMGN2	454
DPPA2P2	0
RPS6KA1	147
MIR1976	0
RN7SL679P	3
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	901
PIGV	9
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	41
SFN	11
GPN2	5
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	8
NUDC	420
NR0B2	0
KDF1	4
RPL12P13	0
RPL32P6	0
OSTCP2	1
TRNP1	8
TENT5B	1
SLC9A1	147
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	7
SNRPEP7	0
WDTC1-DT	0
WDTC1	415
ENSG00000243659	0
TMEM222	26
RNU6-48P	0
ACTG1P20	1
SYTL1	2
MAP3K6	15
FCN3	2
CD164L2	0
ENSG00000231207	0
GPR3	3
WASF2	1749
ENSG00000241169	0
ENSG00000237429	0
AHDC1	23
FGR	160
ENSG00000235912	4
LINC02574	5
IFI6	135
ENSG00000225886	1
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	61
ENSG00000231344	0
RPEP3	0
STX12	177
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	37
SCARNA1	7
THEMIS2	220
RPA2	95
SMPDL3B	0
ENSG00000227050	0
XKR8	1
EYA3	108
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	2
ENSG00000228943	1
ENSG00000289576	19
ENSG00000214812	0
RNU6-176P	0
PTAFR	146
DNAJC8	385
ATP5IF1	457
ENSG00000270605	2
ENSG00000271398	6
SESN2	7
MED18	19
PHACTR4	293
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	31
SNHG3	0
SNORA73A	0
SNORA73B	25
PRDX3P2	2
ENSG00000279443	2
TRNAU1AP	27
SNHG12	102
SNORD99	4
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	82
RAB42	0
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	53
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	156
OPRD1	19
ENSG00000233427	3
EPB41	14574
ENSG00000225616	1
Metazoa_SRP	40
TMEM200B	0
ENSG00000225750	0
SRSF4	626
ENSG00000277916	0
MECR	17
ENSG00000237934	1
PTPRU	0
LINC01756	1
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	3
MATN1-AS1	1
ENSG00000287510	0
LAPTM5	909
MIR4420	0
ENSG00000229607	0
LINC01778	0
RN7SKP91	0
ENSG00000235143	2
SDC3	35
RN7SL371P	0
PUM1	284
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	2
ENSG00000225142	0
NKAIN1	0
SNRNP40	97
ENSG00000229447	0
ZCCHC17	1610
ENSG00000229044	0
FABP3	34
SERINC2	46
ENSG00000215899	1
RNU6-40P	0
LDC1P	16
LINC01226	6
ENSG00000229167	0
TINAGL1	14
HCRTR1	2
PEF1	83
PEF1-AS1	0
ENSG00000264078	0
COL16A1	13
ADGRB2	1
MIR4254	0
ENSG00000254545	0
SPOCD1	191
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	4644
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	291
ENSG00000203325	17
TMEM39B	87
MIR5585	0
KPNA6	218
ENSG00000250135	0
TXLNA	93
CCDC28B	14
ENSG00000224066	0
IQCC	2
DCDC2B	1
TMEM234	13
EIF3I	68
MTMR9LP	4
FAM167B	2
LCK	44
HDAC1	141
MARCKSL1	59
ENSG00000233775	0
TSSK3	0
FAM229A	7
BSDC1	442
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	1
RN7SL122P	0
ENSG00000254553	10
ZBTB8B	13
ZBTB8A	0
ZBTB8OS	153
RBBP4	491
SYNC	3
ENSG00000224409	0
KIAA1522	18
YARS1	198
S100PBP	46
FNDC5	0
HPCA	1
TMEM54	0
ENSG00000287691	0
RNF19B	235
ENSG00000278966	6
ENSG00000217644	7
ENSG00000239670	0
ENSG00000236065	0
AK2	152
AZIN2	3
ENSG00000278997	0
TRIM62	8
ENSG00000279179	2
ENSG00000284721	6
ZNF362	106
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	4
PHC2	141
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	28
ENSG00000235907	0
CSMD2	24
HSPD1P14	0
HMGB4	12
CSMD2-AS1	2
RNA5SP42	2
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	51
GJB5	2
GJB4	0
ENSG00000255811	0
GJB3	2
GJA4	2
ENSG00000230163	0
DLGAP3	1
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	11
ZMYM6	6
ZMYM1	47
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	5
SFPQ	835
ZMYM4	786
RN7SL503P	0
SNORA62	0
RPL5P4	0
ZMYM4-AS1	0
KIAA0319L	107
ENSG00000236274	0
NCDN	6
TFAP2E-AS1	1
TFAP2E	0
PSMB2	111
C1orf216	13
CLSPN	196
ENSG00000232335	0
AGO4	139
AGO1	455
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	135
ENSG00000271554	0
ENSG00000232862	2
TEKT2	0
ADPRS	10
COL8A2	3
TRAPPC3	52
MAP7D1	188
RN7SL131P	0
THRAP3	750
UBE2V2P4	0
SH3D21	5
EVA1B	0
ENSG00000286379	2
STK40	2676
LSM10	70
RNU4-27P	0
OSCP1	0
SNORA63C	0
MRPS15	69
CSF3R	67
FTLP18	0
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	0
GRIK3	3
ENSG00000284650	5
ENSG00000223944	5
MIR4255	3
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	23
ZC3H12A	18
MIR6732	0
MEAF6	137
MIR5581	0
SNIP1	41
FTH1P1	0
ENSG00000237749	4
DNALI1	3
GNL2	119
ENSG00000284748	0
RSPO1	6
C1orf109	20
CDCA8	27
EPHA10	5
ACTN4P2	0
ENSG00000227416	0
MANEAL	1
ENSG00000233728	0
YRDC	3
C1orf122	11
MTF1	69
ENSG00000235673	0
ENSG00000230955	0
INPP5B	146
SNORA63	4
RNU6-584P	1
SF3A3	216
RNU6-510P	0
FHL3	141
UTP11	43
POU3F1	0
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	1
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	0
HSPA5P1	11
ENSG00000284632	1
RRAGC	47
ENSG00000273637	0
RRAGC-DT	3
MYCBP	103
ENSG00000274944	0
GJA9	0
RHBDL2	7
RNU6-605P	0
EIF1P2	0
AKIRIN1	373
NDUFS5	738
MACF1	2929
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	1
ENSG00000226438	0
HSPE1P8	0
BMP8A	9
OXCT2P1	0
PPIEL	0
PABPC4	205
PABPC4-AS1	0
SNORA55	0
HEYL	2
ENSG00000225903	0
NT5C1A	9
HPCAL4	14
PPIE	118
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	15
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	1
ENSG00000229213	0
ENSG00000284719	5
LINC02811	0
TRIT1	28
MYCL	25
MYCL-AS1	0
MFSD2A	37
ENSG00000228477	0
CAP1	4743
PPT1	55
OAZ1P1	0
RLF	135
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	7
ZMPSTE24	160
ENSG00000231296	0
COL9A2	3
ENSG00000227311	0
SMAP2	345
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	1
ENSG00000260920	0
ENSG00000279667	0
ZFP69	2
EXO5-DT	0
EXO5	3
ENSG00000227278	0
ENSG00000238186	0
ZNF684	13
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	9
ENSG00000287743	2
ENSG00000237899	0
NFYC-AS1	0
NFYC	164
MIR30E	0
MIR30C1	0
KCNQ4	0
RN7SL326P	0
CITED4	16
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	45
SLFNL1-AS1	0
SLFNL1	3
SCMH1	205
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	9
FOXO6	0
FOXO6-AS1	13
RNA5SP45	0
EDN2	1
HIVEP3	105
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	2
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	220
ENSG00000227527	0
RIMKLA	8
ENSG00000235002	0
ZMYND12	78
PPCS	108
CCDC30	44
RPS3AP11	0
TMSB4XP1	23
RNU6-536P	0
ENSG00000236180	0
PPIH	7
ENSG00000285728	3
ENSG00000234917	1
YBX1	6042
CLDN19	0
P3H1	21
C1orf50	12
ENSG00000283580	0
ENSG00000228452	0
TMEM269	10
SVBP	226
ERMAP	118
ZNF691-DT	2
ZNF691	4
ENSG00000233708	2
MKRN8P	0
ATP6V1E1P1	1
ENSG00000288955	0
SLC2A1	424
ATP6V0CP4	1
SLC2A1-DT	7
ENSG00000283973	4
RNU6-880P	0
ENSG00000277513	2
FAM183A	0
EBNA1BP2	110
MIR6733	0
CFAP57	1
RNA5SP46	1
TMEM125	1
C1orf210	2
TIE1	3
MPL	780
ENSG00000287113	2
CDC20-DT	0
CDC20	52
ELOVL1	50
MIR6734	0
ENSG00000288772	0
MED8	47
MED8-AS1	0
SZT2	94
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	145
KDM4A	59
ENSG00000284989	0
KDM4A-AS1	2
ST3GAL3	158
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	6
ENSG00000288573	0
IPO13	27
ENSG00000285649	0
DPH2	32
ATP6V0B	17
B4GALT2	5
CCDC24	1
SLC6A9	52
ENSG00000230615	49
ENSG00000227163	0
KRT8P47	0
RN7SL479P	7
KLF17	4
ENSG00000233514	0
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	4
ENSG00000271329	0
DMAP1	32
ERI3	57
ERI3-IT1	4
RNU6-369P	0
RNF220	125
MIR5584	0
TMEM53	11
ARMH1	4
RNU5F-1	13
RNU5D-1	2
KIF2C	44
ENSG00000225721	0
RPS8	1143
SNORD55	0
SNORD46	3
SNORD38A	0
SNORD38B	0
RPS15AP11	0
BEST4	6
PLK3	9
DYNLT4	0
BTBD19	14
PTCH2	0
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	27
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	2
MRPS17P1	0
HECTD3	133
UROD	299
ZSWIM5	9
OSTCP5	0
LINC01144	0
HPDL	3
MUTYH	0
ENSG00000288208	0
TOE1	19
TESK2	22
PPIAP36	0
