Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates/PP060_sorted_q10_mrkDup.bam
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	6
LRRC38	2
ENSG00000259961	0
BRWD1P1	0
PDPN	0
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	410
ENSG00000289380	0
KAZN	58
RNU6-1265P	0
ENSG00000231606	1
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	5
TMEM51	0
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	10
FHAD1-AS1	5
ENSG00000236045	0
EFHD2-AS1	1
EFHD2	1008
CTRC	1
CELA2A	0
CELA2B	2
CASP9	24
DNAJC16	175
SCARNA21B	4
ENSG00000272510	0
AGMAT	15
ENSG00000237301	0
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	180
RSC1A1	0
ENSG00000271742	0
PLEKHM2	173
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	0
FBLIM1	1
RPL12P14	0
UQCRHL	11
ENSG00000178715	1
FLJ37453	3
SPEN	555
ENSG00000270620	0
ZBTB17	34
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	13
ENSG00000233078	0
HSPB7	0
CLCNKA	22
ENSG00000232456	0
CLCNKB	0
FAM131C	5
EPHA2	3
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	15
ANO7L1	0
ENSG00000288398	43
CPLANE2	0
MT1XP1	0
FBXO42	32
SZRD1	286
RPL22P3	0
SPATA21	1
NECAP2	231
LINC01772	0
CROCCP3	7
RNU1-1	1
ENSG00000261135	1
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	96
ENSG00000271732	0
CROCCP2	32
ENSG00000283773	0
MST1P2	2
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	0
EIF1AXP1	2
ESPNP	2
ENSG00000279151	0
ENSG00000282740	0
CROCC	62
CROCCP4	0
RNU1-4	3
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	2
RNU1-5P	0
ENSG00000238142	1
ENSG00000235241	0
RNU1-2	26
ENSG00000272426	0
MFAP2	3
ENSG00000286898	0
ENSG00000226526	0
ATP13A2	8
ENSG00000288636	0
SDHB	130
PADI2	325
LINC02783	2
ENSG00000282843	0
PADI1	1
PADI3	0
MIR3972	0
PADI4	195
PADI6	4
RCC2-AS1	0
RCC2	209
ARHGEF10L	2
LINC02810	0
ACTL8	1
ENSG00000284653	2
LINC01654	4
IGSF21	0
ENSG00000280222	0
IGSF21-AS1	0
ENSG00000225387	2
KLHDC7A	8
DYNLL1P3	0
ENSG00000225478	0
PAX7	0
TAS1R2	0
ALDH4A1	10
MIR4695	0
MIR1290	0
IFFO2	48
ENSG00000272084	1
UBR4	370
EMC1-AS1	0
EMC1	14
MRTO4	32
ENSG00000286064	0
AKR7L	10
AKR7A3	0
ENSG00000270728	0
AKR7A2	42
RNU6-1099P	0
SLC66A1	10
CAPZB	771
RN7SL277P	0
MICOS10	59
RNU4-28P	0
MICOS10-DT	0
NBL1	29
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	0
TMCO4	2
RNF186	0
RNF186-AS1	0
OTUD3	16
PLA2G2E	0
RN7SL304P	0
PLA2G2A	0
PLA2G5	3
PLA2G2D	4
PLA2G2F	0
ENSG00000227066	0
PLA2G2C	1
UBXN10	15
LINC01757	0
ENSG00000284710	7
VWA5B1	16
ENSG00000226664	0
LINC01141	7
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	0
ENSG00000289402	0
MUL1	5
RPS4XP4	0
FAM43B	0
CDA	217
PINK1	66
MIR6084	0
PINK1-AS	0
DDOST	83
KIF17	0
ENSG00000235432	0
SH2D5	2
ENSG00000233069	0
HP1BP3	944
EIF4G3	1400
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	4
ECE1	173
ENSG00000236936	11
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	4
ENSG00000236009	0
NBPF2P	0
HS6ST1P1	0
CROCCP5	0
NBPF3	60
PFN1P10	0
ALPL	56
ENSG00000289715	0
LINC02596	0
RAP1GAP	1
USP48	273
ENSG00000231978	0
LDLRAD2	4
HSPG2	19
ENSG00000232037	19
ENSG00000283234	3
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	14
LINC00339	15
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	68
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	14
ENSG00000285873	0
MIR4418	0
PPIAP34	6
ENSG00000279625	0
ZBTB40	45
ZBTB40-IT1	0
EPHA8	0
MIR6127	0
C1QA	11
ENSG00000289692	0
C1QC	48
C1QB	83
EPHB2	4
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	407
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	136
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	1
HTR1D	0
ENSG00000215381	0
LINC01355	2
ENSG00000284726	0
HNRNPR	582
ZNF436	4
ZNF436-AS1	11
ENSG00000271420	0
TCEA3	18
ENSG00000232482	0
ASAP3	48
E2F2	151
ENSG00000235052	0
ID3	29
ENSG00000285802	0
MDS2	0
ENSG00000229239	0
RPL11	3472
ELOA-AS1	27
ELOA	120
PITHD1	345
LYPLA2	46
GALE	18
HMGCL	37
FUCA1	3
CNR2	18
BTBD6P1	0
ENSG00000232557	0
MIR378F	2
H3P1	0
PNRC2	413
SRSF10	230
ENSG00000215905	0
ENSG00000225315	0
MYOM3	1
MYOM3-AS1	0
IL22RA1	0
IFNLR1	17
GRHL3	5
LINC02800	0
GRHL3-AS1	0
STPG1	26
NIPAL3	62
ENSG00000288982	0
RCAN3AS	0
RCAN3	400
NCMAP-DT	6
NCMAP	3
ENSG00000227312	0
SRRM1	748
ENSG00000284699	2
CLIC4	516
RNU6-1208P	0
RUNX3	325
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	4
ENSG00000231953	0
SYF2	746
ENSG00000284602	1
ENSG00000284657	0
RSRP1	224
ENSG00000272432	0
ENSG00000261349	0
RHD	16
SDHDP6	0
ENSG00000259984	0
TMEM50A	325
RHCE	42
ENSG00000238084	0
MACO1	123
LDLRAP1	354
ENSG00000225643	0
MAN1C1	3
ENSG00000233478	0
SELENON	57
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	129
ENSG00000272478	0
AUNIP	0
ENSG00000236528	29
PAQR7	17
STMN1	137
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	17
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	0
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	47
FAM110D	7
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	1
CATSPER4	0
ZPLD2P	1
ENSG00000278572	0
CEP85	29
ENSG00000270733	0
SH3BGRL3	3232
UBXN11	101
CD52	227
CRYBG2	1
ENSG00000225854	0
ZNF683	40
LIN28A	0
DHDDS	62
ENSG00000223583	0
DHDDS-AS1	0
HMGN2	679
DPPA2P2	0
RPS6KA1	215
MIR1976	0
RN7SL679P	2
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	3
ARID1A	739
PIGV	0
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	133
SFN	0
GPN2	33
ENSG00000226698	0
ENSG00000289554	1
GPATCH3	29
NUDC	649
NR0B2	0
KDF1	1
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	3
TENT5B	0
SLC9A1	83
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	0
SNRPEP7	0
WDTC1-DT	0
WDTC1	213
ENSG00000243659	0
TMEM222	25
RNU6-48P	0
ACTG1P20	0
SYTL1	45
MAP3K6	15
FCN3	1
CD164L2	2
ENSG00000231207	0
GPR3	1
WASF2	952
ENSG00000241169	0
ENSG00000237429	0
AHDC1	57
FGR	270
ENSG00000235912	0
LINC02574	1
IFI6	2
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	44
ENSG00000231344	0
RPEP3	0
STX12	112
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	118
SCARNA1	1
THEMIS2	382
RPA2	98
SMPDL3B	0
ENSG00000227050	0
XKR8	42
EYA3	73
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	0
ENSG00000228943	0
ENSG00000289576	12
ENSG00000214812	0
RNU6-176P	0
PTAFR	93
DNAJC8	349
ATP5IF1	546
ENSG00000270605	0
ENSG00000271398	0
SESN2	4
MED18	21
PHACTR4	278
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	27
SNHG3	1
SNORA73A	0
SNORA73B	37
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	8
SNHG12	29
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	69
RAB42	1
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	60
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	106
OPRD1	48
ENSG00000233427	4
EPB41	6614
ENSG00000225616	3
Metazoa_SRP	16
TMEM200B	0
ENSG00000225750	0
SRSF4	583
ENSG00000277916	0
MECR	19
ENSG00000237934	0
PTPRU	2
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	6
MATN1-AS1	6
ENSG00000287510	0
LAPTM5	922
MIR4420	0
ENSG00000229607	0
LINC01778	4
RN7SKP91	0
ENSG00000235143	0
SDC3	21
RN7SL371P	0
PUM1	324
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	53
ENSG00000229447	0
ZCCHC17	194
ENSG00000229044	0
FABP3	37
SERINC2	13
ENSG00000215899	0
RNU6-40P	0
LDC1P	0
LINC01226	0
ENSG00000229167	0
TINAGL1	43
HCRTR1	0
PEF1	51
PEF1-AS1	3
ENSG00000264078	0
COL16A1	8
ADGRB2	16
MIR4254	0
ENSG00000254545	0
SPOCD1	154
ENSG00000203620	0
ENSG00000269967	2
PTP4A2	1822
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	404
ENSG00000203325	0
TMEM39B	22
MIR5585	0
KPNA6	97
ENSG00000250135	0
TXLNA	71
CCDC28B	21
ENSG00000224066	0
IQCC	0
DCDC2B	0
TMEM234	0
EIF3I	189
MTMR9LP	0
FAM167B	5
LCK	287
HDAC1	203
MARCKSL1	179
ENSG00000233775	5
TSSK3	0
FAM229A	0
BSDC1	178
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	4
RN7SL122P	0
ENSG00000254553	0
ZBTB8B	0
ZBTB8A	17
ZBTB8OS	176
RBBP4	236
SYNC	0
ENSG00000224409	0
KIAA1522	25
YARS1	172
S100PBP	25
FNDC5	0
HPCA	0
TMEM54	2
ENSG00000287691	0
RNF19B	159
ENSG00000278966	0
ENSG00000217644	0
ENSG00000239670	0
ENSG00000236065	0
AK2	143
AZIN2	3
ENSG00000278997	0
TRIM62	10
ENSG00000279179	1
ENSG00000284721	0
ZNF362	141
ENSG00000270115	1
A3GALT2	0
ENSG00000225313	2
PHC2	284
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	1
ZSCAN20	66
ENSG00000235907	0
CSMD2	36
HSPD1P14	11
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	19
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	76
GJB5	2
GJB4	0
ENSG00000255811	0
GJB3	1
GJA4	19
ENSG00000230163	0
DLGAP3	6
ENSG00000284773	9
GPR199P	0
ENSG00000271741	0
TMEM35B	0
ZMYM6	10
ZMYM1	11
RPL12P45	9
EFCAB14P1	0
ENSG00000284640	0
SFPQ	820
ZMYM4	289
RN7SL503P	0
SNORA62	0
RPL5P4	6
ZMYM4-AS1	0
KIAA0319L	80
ENSG00000236274	0
NCDN	5
TFAP2E-AS1	0
TFAP2E	4
PSMB2	87
C1orf216	47
CLSPN	80
ENSG00000232335	0
AGO4	201
AGO1	319
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	86
ENSG00000271554	0
ENSG00000232862	0
TEKT2	2
ADPRS	23
COL8A2	1
TRAPPC3	72
MAP7D1	315
RN7SL131P	0
THRAP3	761
UBE2V2P4	0
SH3D21	1
EVA1B	0
ENSG00000286379	4
STK40	767
LSM10	43
RNU4-27P	0
OSCP1	1
SNORA63C	0
MRPS15	114
CSF3R	240
FTLP18	0
ENSG00000284705	0
ENSG00000284720	2
ENSG00000234481	0
GRIK3	7
ENSG00000284650	0
ENSG00000223944	1
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	11
ZC3H12A	29
MIR6732	0
MEAF6	137
MIR5581	0
SNIP1	30
FTH1P1	0
ENSG00000237749	7
DNALI1	6
GNL2	137
ENSG00000284748	2
RSPO1	0
C1orf109	9
CDCA8	49
EPHA10	9
ACTN4P2	2
ENSG00000227416	0
MANEAL	1
ENSG00000233728	0
YRDC	1
C1orf122	14
MTF1	127
ENSG00000235673	0
ENSG00000230955	0
INPP5B	119
SNORA63	0
RNU6-584P	0
SF3A3	227
RNU6-510P	0
FHL3	9
UTP11	67
POU3F1	1
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	18
HSPA5P1	0
ENSG00000284632	2
RRAGC	54
ENSG00000273637	0
RRAGC-DT	0
MYCBP	28
ENSG00000274944	0
GJA9	0
RHBDL2	1
RNU6-605P	0
EIF1P2	0
AKIRIN1	189
NDUFS5	417
MACF1	1310
RNU6-608P	0
RNA5SP44	1
ENSG00000287422	2
ENSG00000226438	0
HSPE1P8	0
BMP8A	0
OXCT2P1	0
PPIEL	7
PABPC4	420
PABPC4-AS1	1
SNORA55	0
HEYL	1
ENSG00000225903	0
NT5C1A	8
HPCAL4	0
PPIE	92
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	16
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	1
ENSG00000229213	0
ENSG00000284719	8
LINC02811	0
TRIT1	27
MYCL	31
MYCL-AS1	0
MFSD2A	0
ENSG00000228477	0
CAP1	2428
PPT1	78
OAZ1P1	1
RLF	129
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	10
ZMPSTE24	68
ENSG00000231296	0
COL9A2	37
ENSG00000227311	0
SMAP2	963
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	1
ENSG00000260920	5
ENSG00000279667	0
ZFP69	32
EXO5-DT	0
EXO5	9
ENSG00000227278	0
ENSG00000238186	0
ZNF684	6
ENSG00000286838	0
ENSG00000236505	1
GTF2F2P2	0
RIMS3	0
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	102
MIR30E	1
MIR30C1	0
KCNQ4	11
RN7SL326P	0
CITED4	4
ENSG00000229528	2
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	52
SLFNL1-AS1	6
SLFNL1	4
SCMH1	262
RPL23AP17	0
ENSG00000287400	10
SCMH1-DT	1
ENSG00000213987	0
ENSG00000286640	0
FOXO6	1
FOXO6-AS1	13
RNA5SP45	0
EDN2	1
HIVEP3	106
ENSG00000230881	0
ENSG00000230638	2
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	257
ENSG00000227527	0
RIMKLA	28
ENSG00000235002	0
ZMYND12	82
PPCS	157
CCDC30	19
RPS3AP11	0
TMSB4XP1	2
RNU6-536P	0
ENSG00000236180	0
PPIH	5
ENSG00000285728	0
ENSG00000234917	1
YBX1	4160
CLDN19	3
P3H1	6
C1orf50	8
ENSG00000283580	0
ENSG00000228452	0
TMEM269	0
SVBP	102
ERMAP	132
ZNF691-DT	28
ZNF691	0
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	297
ATP6V0CP4	2
SLC2A1-DT	10
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	50
MIR6733	0
CFAP57	0
RNA5SP46	0
TMEM125	0
C1orf210	0
TIE1	9
MPL	143
ENSG00000287113	0
CDC20-DT	0
CDC20	47
ELOVL1	38
MIR6734	0
ENSG00000288772	0
MED8	92
MED8-AS1	0
SZT2	81
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	51
KDM4A	26
ENSG00000284989	0
KDM4A-AS1	6
ST3GAL3	46
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	0
ENSG00000288573	0
IPO13	21
ENSG00000285649	2
DPH2	41
ATP6V0B	36
B4GALT2	3
CCDC24	2
SLC6A9	47
ENSG00000230615	11
ENSG00000227163	0
KRT8P47	0
RN7SL479P	4
KLF17	1
ENSG00000233514	1
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	4
DMAP1	64
ERI3	55
ERI3-IT1	0
RNU6-369P	0
RNF220	138
MIR5584	0
TMEM53	16
ARMH1	8
RNU5F-1	16
RNU5D-1	0
KIF2C	47
ENSG00000225721	0
RPS8	3001
SNORD55	0
SNORD46	2
SNORD38A	1
SNORD38B	0
RPS15AP11	1
BEST4	0
PLK3	38
DYNLT4	1
BTBD19	0
PTCH2	5
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	27
RNA5SP47	2
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	97
UROD	118
ZSWIM5	37
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	20
ENSG00000288208	0
TOE1	2
TESK2	6
PPIAP36	0
CCDC163	1
MMACHC	33
