Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates/PP055_sorted_q10_mrkDup.bam
DVL1	18
MIR6808	0
MXRA8	6
AURKAIP1	83
NDUFB4P8	0
CCNL2	20
MRPL20-AS1	0
MRPL20	32
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	13
ATAD3C	8
ATAD3B	0
ENSG00000284740	0
ATAD3A	6
TMEM240	0
SSU72	368
ENSG00000215014	0
ENSG00000274481	0
FNDC10	13
ENSG00000286989	11
ENSG00000272106	0
MIB2	24
MMP23B	0
CDK11B	202
ENSG00000272004	0
SLC35E2B	116
ENSG00000269737	0
MMP23A	0
CDK11A	11
ENSG00000268575	0
ENSG00000227775	10
SLC35E2A	13
NADK	118
GNB1	7805
GNB1-DT	0
CALML6	0
TMEM52	0
CFAP74	2
ENSG00000233542	0
GABRD	0
PRKCZ-DT	0
PRKCZ	23
ENSG00000271806	5
PRKCZ-AS1	0
FAAP20	105
ENSG00000234396	0
SKI	763
ENSG00000287356	1
MORN1	5
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	112
PEX10	12
PLCH2	7
ENSG00000224387	0
ENSG00000229393	0
PANK4	4
HES5	0
ENSG00000272449	11
TNFRSF14-AS1	15
TNFRSF14	177
ENSG00000225931	22
ENSG00000228037	9
ENSG00000289610	0
PRXL2B	81
MMEL1	0
MMEL1-AS1	0
TTC34	0
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	3
ENSG00000284745	3
ACTRT2	0
PRDM16-DT	0
PRDM16	0
MIR4251	0
ENSG00000226286	0
ENSG00000279839	0
ENSG00000272235	0
ENSG00000287828	0
ENSG00000286518	0
ARHGEF16	0
ENSG00000272088	1
MEGF6	0
MIR551A	0
ENSG00000238260	0
TPRG1L	145
WRAP73	0
TP73	0
TP73-AS3	0
TP73-AS2	0
TP73-AS1	6
ENSG00000276189	0
CCDC27	0
SMIM1	52
LRRC47	65
RN7SL574P	0
ENSG00000272153	0
CEP104	128
DFFB	7
C1orf174	274
LINC01134	4
LINC01346	0
LINC01345	0
LINC02780	0
ENSG00000284703	0
EEF1DP6	0
LINC01777	0
ENSG00000284694	0
ENSG00000227169	0
LINC01646	0
AJAP1	7
ENSG00000287586	1
ENSG00000284739	0
LINC02781	0
LINC02782	0
ENSG00000284616	0
ENSG00000284692	0
ENSG00000284666	2
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	1
KCNAB2	168
CHD5	1
ENSG00000285629	0
RPL22	850
RNF207-AS1	0
RNF207	4
ICMT	29
ICMT-DT	0
HES3	0
GPR153	0
ACOT7	265
ENSG00000271746	0
HES2	0
ESPN	6
MIR4252	0
ENSG00000231868	0
TNFRSF25	0
PLEKHG5	8
NOL9	60
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	3
KLHL21	0
PHF13	37
THAP3	2
DNAJC11	59
LINC01672	6
ENSG00000284744	0
CAMTA1-DT	1
CAMTA1	1537
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	0
ENSG00000270035	0
ENSG00000269978	0
VAMP3	2311
ENSG00000269925	0
PER3	14
ENSG00000236266	0
UTS2	0
TNFRSF9	0
ENSG00000270330	0
PARK7	1802
Y_RNA	10760
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	0
ERRFI1-DT	1
ENSG00000232848	0
ENSG00000229305	0
ENSG00000288816	0
LINC01714	1
RNU1-7P	2
ENSG00000233645	0
RNU6-991P	0
SLC45A1	0
RERE	997
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	0
RPL7P7	0
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	2363
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	1
ENSG00000232663	0
CA6	2
RN7SL451P	0
SLC2A7	0
SLC2A5	1
ENSG00000252404	0
GPR157	7
MIR34AHG	2
MIR34A	0
LNCTAM34A	1
H6PD	1
SPSB1	87
ENSG00000284652	0
LINC02606	4
RNA5SP40	0
ENSG00000235263	10
SLC25A33	26
ENSG00000231181	0
TMEM201	4
PIK3CD	135
PIK3CD-AS1	8
ENSG00000233268	0
PIK3CD-AS2	8
CLSTN1	11
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	497
ENSG00000223989	0
ENSG00000285701	0
LZIC	1865
ENSG00000228150	4
NMNAT1	69
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	16
UBE4B	369
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	506
ENSG00000264881	0
RNU6-37P	1
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	0
PGD	1807
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	34
ENSG00000203469	0
PEX14	1
ENSG00000287727	0
RN7SL614P	0
CASZ1	2
ENSG00000272078	6
HSPE1P24	0
C1orf127	1
CFL1P6	0
TARDBP	104
MASP2	0
SRM	12
EXOSC10	167
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	123
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	0
UBIAD1	9
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	0
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	0
FBXO44	6
FBXO6	5
MAD2L2	16
DRAXIN	1
AGTRAP	29
C1orf167	1
C1orf167-AS1	0
MTHFR	78
CLCN6	113
ENSG00000276470	0
ENSG00000278852	0
NPPA	6
ENSG00000275915	0
NPPB	0
SBF1P2	0
ENSG00000285646	13
RNU5E-1	0
RNU5E-4P	0
KIAA2013	264
PLOD1	69
ENSG00000287384	0
MFN2	5498
ENSG00000270914	0
MIIP	15
MIR6729	0
RN7SL649P	0
TNFRSF8	3
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	49
MIR4632	0
RPL10P17	0
SNORA70	0
VPS13D	570
SNORA59A	0
LINC02766	0
DHRS3	420
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	73
ENSG00000272482	3
AADACL4	0
ENSG00000226166	0
AADACL3	1
CFAP107	0
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LRRC38	0
ENSG00000259961	0
BRWD1P1	0
PDPN	1
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	501
ENSG00000289380	0
KAZN	74
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	19
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	0
TMEM51	0
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	3
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	0
EFHD2	311
CTRC	0
CELA2A	0
CELA2B	12
CASP9	334
DNAJC16	1154
SCARNA21B	0
ENSG00000272510	0
AGMAT	4
ENSG00000237301	6
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	577
RSC1A1	0
ENSG00000271742	0
PLEKHM2	57
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	0
FBLIM1	5
RPL12P14	0
UQCRHL	69
ENSG00000178715	0
FLJ37453	52
SPEN	737
ENSG00000270620	0
ZBTB17	0
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	1
CLCNKA	0
ENSG00000232456	0
CLCNKB	11
FAM131C	1
EPHA2	0
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	2
ANO7L1	18
ENSG00000288398	1
CPLANE2	2
MT1XP1	0
FBXO42	39
SZRD1	503
RPL22P3	0
SPATA21	0
NECAP2	261
LINC01772	1
CROCCP3	10
RNU1-1	0
ENSG00000261135	1
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	9
ENSG00000271732	6
CROCCP2	34
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	0
EIF1AXP1	3
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	49
CROCCP4	0
RNU1-4	11
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	1
RNU1-5P	0
ENSG00000238142	0
ENSG00000235241	0
RNU1-2	0
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	2
ATP13A2	40
ENSG00000288636	0
SDHB	53
PADI2	37
LINC02783	0
ENSG00000282843	0
PADI1	1
PADI3	0
MIR3972	0
PADI4	183
PADI6	1
RCC2-AS1	0
RCC2	337
ARHGEF10L	0
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	0
IGSF21	0
ENSG00000280222	2
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	0
TAS1R2	0
ALDH4A1	0
MIR4695	0
MIR1290	0
IFFO2	34
ENSG00000272084	0
UBR4	1554
EMC1-AS1	0
EMC1	11
MRTO4	17
ENSG00000286064	0
AKR7L	0
AKR7A3	0
ENSG00000270728	0
AKR7A2	154
RNU6-1099P	0
SLC66A1	29
CAPZB	3387
RN7SL277P	1
MICOS10	28
RNU4-28P	0
MICOS10-DT	0
NBL1	0
MICOS10-NBL1	0
ENSG00000226396	1
HTR6	0
TMCO4	11
RNF186	3
RNF186-AS1	0
OTUD3	35
PLA2G2E	0
RN7SL304P	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
ENSG00000227066	0
PLA2G2C	0
UBXN10	4
LINC01757	0
ENSG00000284710	9
VWA5B1	0
ENSG00000226664	0
LINC01141	0
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	1
ENSG00000289402	0
MUL1	0
RPS4XP4	0
FAM43B	0
CDA	29
PINK1	47
MIR6084	0
PINK1-AS	0
DDOST	26
KIF17	14
ENSG00000235432	0
SH2D5	0
ENSG00000233069	0
HP1BP3	1825
EIF4G3	12175
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	7
HSPE1P27	0
ENSG00000287192	0
ECE1	2339
ENSG00000236936	132
ECE1-AS1	1
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	0
HS6ST1P1	1
CROCCP5	0
NBPF3	39
PFN1P10	0
ALPL	10
ENSG00000289715	0
LINC02596	0
RAP1GAP	1
USP48	1214
ENSG00000231978	0
LDLRAD2	2
HSPG2	32
ENSG00000232037	0
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	0
LINC00339	8
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	46
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	0
ENSG00000285873	3
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	40
ZBTB40-IT1	0
EPHA8	0
MIR6127	0
C1QA	0
ENSG00000289692	0
C1QC	0
C1QB	19
EPHB2	9
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	1035
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	113
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	0
ENSG00000215381	0
LINC01355	0
ENSG00000284726	0
HNRNPR	576
ZNF436	15
ZNF436-AS1	1
ENSG00000271420	0
TCEA3	30
ENSG00000232482	0
ASAP3	69
E2F2	115
ENSG00000235052	0
ID3	6
ENSG00000285802	0
MDS2	0
ENSG00000229239	0
RPL11	1623
ELOA-AS1	1
ELOA	79
PITHD1	182
LYPLA2	27
GALE	13
HMGCL	25
FUCA1	0
CNR2	6
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	389
SRSF10	277
ENSG00000215905	0
ENSG00000225315	0
MYOM3	1
MYOM3-AS1	0
IL22RA1	12
IFNLR1	5
GRHL3	0
LINC02800	0
GRHL3-AS1	0
STPG1	46
NIPAL3	346
ENSG00000288982	0
RCAN3AS	26
RCAN3	1199
NCMAP-DT	0
NCMAP	1
ENSG00000227312	0
SRRM1	802
ENSG00000284699	0
CLIC4	5515
RNU6-1208P	15
RUNX3	130
MIR6731	0
RUNX3-AS1	1
ENSG00000261025	1
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	690
ENSG00000284602	0
ENSG00000284657	0
RSRP1	204
ENSG00000272432	0
ENSG00000261349	0
RHD	269
SDHDP6	0
ENSG00000259984	0
TMEM50A	2845
RHCE	31
ENSG00000238084	0
MACO1	128
LDLRAP1	3806
ENSG00000225643	4
MAN1C1	1
ENSG00000233478	0
SELENON	598
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	506
ENSG00000272478	0
AUNIP	0
ENSG00000236528	4
PAQR7	58
STMN1	32
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	34
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	4
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	8
FAM110D	0
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	0
CATSPER4	0
ZPLD2P	0
ENSG00000278572	0
CEP85	91
ENSG00000270733	0
SH3BGRL3	30432
UBXN11	494
CD52	140
CRYBG2	0
ENSG00000225854	0
ZNF683	0
LIN28A	0
DHDDS	93
ENSG00000223583	7
DHDDS-AS1	9
HMGN2	434
DPPA2P2	0
RPS6KA1	114
MIR1976	0
RN7SL679P	1
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	1266
PIGV	9
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	43
SFN	0
GPN2	11
ENSG00000226698	0
ENSG00000289554	6
GPATCH3	9
NUDC	466
NR0B2	0
KDF1	0
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	0
TENT5B	0
SLC9A1	607
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	2
SNRPEP7	0
WDTC1-DT	0
WDTC1	677
ENSG00000243659	0
TMEM222	15
RNU6-48P	0
ACTG1P20	2
SYTL1	13
MAP3K6	6
FCN3	11
CD164L2	0
ENSG00000231207	0
GPR3	1
WASF2	1070
ENSG00000241169	0
ENSG00000237429	9
AHDC1	63
FGR	101
ENSG00000235912	1
LINC02574	0
IFI6	41
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	55
ENSG00000231344	0
RPEP3	0
STX12	104
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	64
SCARNA1	2
THEMIS2	228
RPA2	80
SMPDL3B	0
ENSG00000227050	0
XKR8	11
EYA3	203
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	0
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	0
RNU6-176P	5
PTAFR	154
DNAJC8	513
ATP5IF1	642
ENSG00000270605	1
ENSG00000271398	0
SESN2	13
MED18	15
PHACTR4	534
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	24
SNHG3	2
SNORA73A	0
SNORA73B	44
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	50
SNHG12	115
SNORD99	3
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	67
RAB42	0
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	31
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	402
OPRD1	27
ENSG00000233427	0
EPB41	6374
ENSG00000225616	0
Metazoa_SRP	21
TMEM200B	0
ENSG00000225750	0
SRSF4	687
ENSG00000277916	0
MECR	19
ENSG00000237934	0
PTPRU	3
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	3
ENSG00000231949	0
ENSG00000289710	0
MATN1	0
MATN1-AS1	0
ENSG00000287510	0
LAPTM5	1596
MIR4420	0
ENSG00000229607	0
LINC01778	0
RN7SKP91	0
ENSG00000235143	0
SDC3	0
RN7SL371P	0
PUM1	337
ENSG00000237329	0
ENSG00000232768	1
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	101
ENSG00000229447	0
ZCCHC17	2559
ENSG00000229044	0
FABP3	25
SERINC2	3
ENSG00000215899	0
RNU6-40P	1
LDC1P	1
LINC01226	4
ENSG00000229167	0
TINAGL1	10
HCRTR1	0
PEF1	117
PEF1-AS1	0
ENSG00000264078	0
COL16A1	1
ADGRB2	14
MIR4254	0
ENSG00000254545	0
SPOCD1	642
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	7763
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	2
KHDRBS1	288
ENSG00000203325	0
TMEM39B	127
MIR5585	0
KPNA6	198
ENSG00000250135	0
TXLNA	164
CCDC28B	35
ENSG00000224066	0
IQCC	0
DCDC2B	8
TMEM234	12
EIF3I	85
MTMR9LP	0
FAM167B	1
LCK	55
HDAC1	111
MARCKSL1	56
ENSG00000233775	0
TSSK3	0
FAM229A	5
BSDC1	706
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	0
ENSG00000254553	0
ZBTB8B	1
ZBTB8A	0
ZBTB8OS	365
RBBP4	564
SYNC	0
ENSG00000224409	0
KIAA1522	3
YARS1	109
S100PBP	38
FNDC5	5
HPCA	2
TMEM54	0
ENSG00000287691	0
RNF19B	211
ENSG00000278966	55
ENSG00000217644	0
ENSG00000239670	0
ENSG00000236065	0
AK2	72
AZIN2	1
ENSG00000278997	0
TRIM62	5
ENSG00000279179	0
ENSG00000284721	0
ZNF362	301
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	0
PHC2	125
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	26
ENSG00000235907	0
CSMD2	16
HSPD1P14	0
HMGB4	0
CSMD2-AS1	13
RNA5SP42	1
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	184
GJB5	0
GJB4	4
ENSG00000255811	0
GJB3	0
GJA4	22
ENSG00000230163	0
DLGAP3	0
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	0
ZMYM6	53
ZMYM1	29
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	494
ZMYM4	879
RN7SL503P	0
SNORA62	0
RPL5P4	2
ZMYM4-AS1	0
KIAA0319L	187
ENSG00000236274	0
NCDN	4
TFAP2E-AS1	0
TFAP2E	7
PSMB2	71
C1orf216	5
CLSPN	88
ENSG00000232335	0
AGO4	112
AGO1	1246
CFAP97P1	0
ENSG00000286899	1
ENSG00000271914	0
AGO3	51
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	4
COL8A2	0
TRAPPC3	28
MAP7D1	206
RN7SL131P	0
THRAP3	464
UBE2V2P4	0
SH3D21	0
EVA1B	0
ENSG00000286379	3
STK40	3610
LSM10	21
RNU4-27P	0
OSCP1	0
SNORA63C	0
MRPS15	54
CSF3R	94
FTLP18	0
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	1
GRIK3	1
ENSG00000284650	2
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	96
ZC3H12A	9
MIR6732	0
MEAF6	206
MIR5581	0
SNIP1	16
FTH1P1	0
ENSG00000237749	1
DNALI1	1
GNL2	91
ENSG00000284748	9
RSPO1	1
C1orf109	0
CDCA8	2
EPHA10	0
ACTN4P2	0
ENSG00000227416	0
MANEAL	1
ENSG00000233728	0
YRDC	10
C1orf122	11
MTF1	24
ENSG00000235673	0
ENSG00000230955	0
INPP5B	467
SNORA63	1
RNU6-584P	0
SF3A3	145
RNU6-510P	1
FHL3	34
UTP11	22
POU3F1	0
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	3
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	1
HSPA5P1	0
ENSG00000284632	0
RRAGC	6
ENSG00000273637	0
RRAGC-DT	11
MYCBP	125
ENSG00000274944	0
GJA9	0
RHBDL2	2
RNU6-605P	0
EIF1P2	0
AKIRIN1	612
NDUFS5	1384
MACF1	6018
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	7
HSPE1P8	0
BMP8A	0
OXCT2P1	0
PPIEL	0
PABPC4	152
PABPC4-AS1	0
SNORA55	0
HEYL	0
ENSG00000225903	0
NT5C1A	0
HPCAL4	0
PPIE	273
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	66
OXCT2	3
BMP8B-AS1	0
ENSG00000261798	1
ENSG00000229213	0
ENSG00000284719	0
LINC02811	3
TRIT1	35
MYCL	8
MYCL-AS1	0
MFSD2A	8
ENSG00000228477	0
CAP1	12702
PPT1	43
OAZ1P1	0
RLF	344
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	4
ZMPSTE24	453
ENSG00000231296	0
COL9A2	8
ENSG00000227311	0
SMAP2	424
ENSG00000213172	0
ENSG00000284677	3
ZFP69B	5
ENSG00000260920	2
ENSG00000279667	0
ZFP69	6
EXO5-DT	0
EXO5	3
ENSG00000227278	0
ENSG00000238186	0
ZNF684	3
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	17
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	188
MIR30E	2
MIR30C1	0
KCNQ4	0
RN7SL326P	0
CITED4	6
ENSG00000229528	1
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	61
SLFNL1-AS1	0
SLFNL1	0
SCMH1	205
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	0
FOXO6	1
FOXO6-AS1	0
RNA5SP45	0
EDN2	0
HIVEP3	24
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	224
ENSG00000227527	0
RIMKLA	35
ENSG00000235002	0
ZMYND12	181
PPCS	235
CCDC30	103
RPS3AP11	0
TMSB4XP1	26
RNU6-536P	0
ENSG00000236180	0
PPIH	0
ENSG00000285728	13
ENSG00000234917	0
YBX1	3736
CLDN19	0
P3H1	43
C1orf50	14
ENSG00000283580	0
ENSG00000228452	0
TMEM269	0
SVBP	479
ERMAP	122
ZNF691-DT	0
ZNF691	10
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	296
ATP6V0CP4	0
SLC2A1-DT	1
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	26
MIR6733	0
CFAP57	0
RNA5SP46	0
TMEM125	0
C1orf210	0
TIE1	0
MPL	3817
ENSG00000287113	0
CDC20-DT	18
CDC20	14
ELOVL1	19
MIR6734	0
ENSG00000288772	0
MED8	46
MED8-AS1	0
SZT2	32
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	489
KDM4A	30
ENSG00000284989	0
KDM4A-AS1	13
ST3GAL3	338
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	0
ENSG00000288573	0
IPO13	37
ENSG00000285649	0
DPH2	5
ATP6V0B	40
B4GALT2	29
CCDC24	0
SLC6A9	27
ENSG00000230615	9
ENSG00000227163	0
KRT8P47	0
RN7SL479P	2
KLF17	0
ENSG00000233514	0
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	11
ERI3	132
ERI3-IT1	0
RNU6-369P	0
RNF220	98
MIR5584	0
TMEM53	8
ARMH1	17
RNU5F-1	6
RNU5D-1	4
KIF2C	19
ENSG00000225721	15
RPS8	1570
SNORD55	0
SNORD46	2
SNORD38A	0
SNORD38B	0
RPS15AP11	0
BEST4	0
PLK3	20
DYNLT4	0
BTBD19	56
PTCH2	0
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	21
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	57
UROD	179
ZSWIM5	4
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	0
ENSG00000288208	0
TOE1	1
TESK2	16
