Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP003_sorted_q10_mrkDup.bam
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	1
PRAMEF17	0
PRAMEF20	0
LRRC38	4
ENSG00000259961	0
BRWD1P1	1
PDPN	0
RNA5SP41	13
ENSG00000237445	0
ENSG00000253085	0
PRDM2	491
ENSG00000289380	0
KAZN	25
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	5
TMEM51	4
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	17
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	4
EFHD2	1103
CTRC	1
CELA2A	3
CELA2B	0
CASP9	58
DNAJC16	262
SCARNA21B	0
ENSG00000272510	0
AGMAT	18
ENSG00000237301	1
CHCHD2P6	2
RNU7-179P	0
CD24P1	0
DDI2	296
RSC1A1	0
ENSG00000271742	2
PLEKHM2	133
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	0
FBLIM1	7
RPL12P14	0
UQCRHL	21
ENSG00000178715	13
FLJ37453	16
SPEN	581
ENSG00000270620	0
ZBTB17	40
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	2
CLCNKA	2
ENSG00000232456	0
CLCNKB	0
FAM131C	25
EPHA2	6
EPHA2-AS1	1
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	7
ANO7L1	6
ENSG00000288398	0
CPLANE2	5
MT1XP1	0
FBXO42	39
SZRD1	242
RPL22P3	0
SPATA21	2
NECAP2	282
LINC01772	1
CROCCP3	1
RNU1-1	1
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	2
NBPF1	41
ENSG00000271732	5
CROCCP2	36
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	3
ENSG00000280114	4
EIF1AXP1	3
ESPNP	1
ENSG00000279151	0
ENSG00000282740	0
CROCC	45
CROCCP4	0
RNU1-4	0
MST1L	5
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	8
RNU1-5P	0
ENSG00000238142	1
ENSG00000235241	0
RNU1-2	1
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	42
ATP13A2	22
ENSG00000288636	0
SDHB	153
PADI2	69
LINC02783	0
ENSG00000282843	0
PADI1	1
PADI3	0
MIR3972	0
PADI4	74
PADI6	1
RCC2-AS1	0
RCC2	202
ARHGEF10L	36
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	1
IGSF21	5
ENSG00000280222	3
IGSF21-AS1	1
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	2
TAS1R2	2
ALDH4A1	6
MIR4695	0
MIR1290	0
IFFO2	66
ENSG00000272084	0
UBR4	548
EMC1-AS1	0
EMC1	11
MRTO4	58
ENSG00000286064	0
AKR7L	6
AKR7A3	0
ENSG00000270728	0
AKR7A2	65
RNU6-1099P	0
SLC66A1	1
CAPZB	912
RN7SL277P	4
MICOS10	105
RNU4-28P	0
MICOS10-DT	0
NBL1	4
MICOS10-NBL1	0
ENSG00000226396	4
HTR6	1
TMCO4	21
RNF186	0
RNF186-AS1	0
OTUD3	46
PLA2G2E	1
RN7SL304P	0
PLA2G2A	17
PLA2G5	2
PLA2G2D	2
PLA2G2F	0
ENSG00000227066	1
PLA2G2C	0
UBXN10	15
LINC01757	0
ENSG00000284710	0
VWA5B1	7
ENSG00000226664	1
LINC01141	0
ENSG00000226487	2
ENSG00000284641	1
ENSG00000284743	0
CAMK2N1	2
ENSG00000289402	0
MUL1	17
RPS4XP4	0
FAM43B	6
CDA	38
PINK1	45
MIR6084	0
PINK1-AS	0
DDOST	65
KIF17	20
ENSG00000235432	1
SH2D5	4
ENSG00000233069	0
HP1BP3	970
EIF4G3	1799
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	1
ECE1	228
ENSG00000236936	6
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	2
HS6ST1P1	0
CROCCP5	0
NBPF3	26
PFN1P10	0
ALPL	14
ENSG00000289715	0
LINC02596	1
RAP1GAP	5
USP48	495
ENSG00000231978	0
LDLRAD2	2
HSPG2	41
ENSG00000232037	2
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	34
LINC00339	1
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	27
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	3
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	105
ZBTB40-IT1	3
EPHA8	14
MIR6127	0
C1QA	13
ENSG00000289692	0
C1QC	18
C1QB	21
EPHB2	14
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	1
TEX46	0
KDM1A	450
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	161
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	3
ENSG00000215381	0
LINC01355	6
ENSG00000284726	7
HNRNPR	715
ZNF436	19
ZNF436-AS1	5
ENSG00000271420	0
TCEA3	69
ENSG00000232482	0
ASAP3	19
E2F2	111
ENSG00000235052	0
ID3	46
ENSG00000285802	0
MDS2	2
ENSG00000229239	0
RPL11	3173
ELOA-AS1	3
ELOA	223
PITHD1	182
LYPLA2	42
GALE	4
HMGCL	51
FUCA1	10
CNR2	11
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	2
PNRC2	475
SRSF10	311
ENSG00000215905	0
ENSG00000225315	1
MYOM3	23
MYOM3-AS1	0
IL22RA1	1
IFNLR1	4
GRHL3	7
LINC02800	0
GRHL3-AS1	2
STPG1	24
NIPAL3	110
ENSG00000288982	0
RCAN3AS	3
RCAN3	353
NCMAP-DT	5
NCMAP	0
ENSG00000227312	0
SRRM1	853
ENSG00000284699	0
CLIC4	879
RNU6-1208P	2
RUNX3	440
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	2
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	1
SYF2	998
ENSG00000284602	3
ENSG00000284657	0
RSRP1	133
ENSG00000272432	0
ENSG00000261349	0
RHD	130
SDHDP6	1
ENSG00000259984	0
TMEM50A	405
RHCE	33
ENSG00000238084	0
MACO1	178
LDLRAP1	269
ENSG00000225643	0
MAN1C1	12
ENSG00000233478	2
SELENON	84
ENSG00000255054	0
ENSG00000228172	4
MTFR1L	118
ENSG00000272478	0
AUNIP	17
ENSG00000236528	0
PAQR7	3
STMN1	168
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	60
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	3
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	49
FAM110D	12
C1orf232	8
ZNF593OS	1
ZNF593	0
CNKSR1	10
CATSPER4	0
ZPLD2P	0
ENSG00000278572	0
CEP85	55
ENSG00000270733	0
SH3BGRL3	3289
UBXN11	65
CD52	379
CRYBG2	2
ENSG00000225854	0
ZNF683	44
LIN28A	0
DHDDS	44
ENSG00000223583	0
DHDDS-AS1	4
HMGN2	515
DPPA2P2	0
RPS6KA1	252
MIR1976	0
RN7SL679P	12
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	840
PIGV	11
RN7SL165P	1
ENSG00000287810	0
ZDHHC18	53
SFN	0
GPN2	20
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	30
NUDC	704
NR0B2	1
KDF1	6
RPL12P13	0
RPL32P6	0
OSTCP2	2
TRNP1	0
TENT5B	4
SLC9A1	77
ENSG00000229985	0
CHCHD3P3	2
NPM1P39	5
SNRPEP7	0
WDTC1-DT	0
WDTC1	193
ENSG00000243659	2
TMEM222	13
RNU6-48P	0
ACTG1P20	4
SYTL1	34
MAP3K6	7
FCN3	7
CD164L2	0
ENSG00000231207	0
GPR3	2
WASF2	710
ENSG00000241169	0
ENSG00000237429	0
AHDC1	41
FGR	268
ENSG00000235912	2
LINC02574	1
IFI6	7
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	44
ENSG00000231344	0
RPEP3	0
STX12	97
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	5
ENSG00000286433	0
PPP1R8	90
SCARNA1	6
THEMIS2	207
RPA2	164
SMPDL3B	0
ENSG00000227050	0
XKR8	5
EYA3	120
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	3
ENSG00000228943	0
ENSG00000289576	12
ENSG00000214812	0
RNU6-176P	0
PTAFR	30
DNAJC8	415
ATP5IF1	584
ENSG00000270605	14
ENSG00000271398	1
SESN2	8
MED18	12
PHACTR4	358
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	47
SNHG3	27
SNORA73A	0
SNORA73B	45
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	63
SNHG12	38
SNORD99	6
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	111
RAB42	0
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	100
ENSG00000252777	0
ENSG00000289291	1
YTHDF2	170
OPRD1	0
ENSG00000233427	0
EPB41	3198
ENSG00000225616	3
Metazoa_SRP	34
TMEM200B	0
ENSG00000225750	0
SRSF4	601
ENSG00000277916	0
MECR	26
ENSG00000237934	0
PTPRU	9
LINC01756	3
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	2
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	1
MATN1-AS1	6
ENSG00000287510	0
LAPTM5	689
MIR4420	0
ENSG00000229607	0
LINC01778	1
RN7SKP91	0
ENSG00000235143	0
SDC3	10
RN7SL371P	0
PUM1	431
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	2
SNRNP40	81
ENSG00000229447	0
ZCCHC17	414
ENSG00000229044	3
FABP3	12
SERINC2	20
ENSG00000215899	0
RNU6-40P	0
LDC1P	2
LINC01226	5
ENSG00000229167	2
TINAGL1	14
HCRTR1	4
PEF1	57
PEF1-AS1	2
ENSG00000264078	0
COL16A1	5
ADGRB2	7
MIR4254	0
ENSG00000254545	1
SPOCD1	31
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	1981
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	446
ENSG00000203325	1
TMEM39B	28
MIR5585	0
KPNA6	179
ENSG00000250135	0
TXLNA	111
CCDC28B	56
ENSG00000224066	0
IQCC	8
DCDC2B	1
TMEM234	2
EIF3I	200
MTMR9LP	3
FAM167B	20
LCK	241
HDAC1	186
MARCKSL1	151
ENSG00000233775	0
TSSK3	0
FAM229A	0
BSDC1	218
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	2
ENSG00000254553	1
ZBTB8B	0
ZBTB8A	0
ZBTB8OS	177
RBBP4	463
SYNC	0
ENSG00000224409	0
KIAA1522	4
YARS1	151
S100PBP	46
FNDC5	2
HPCA	6
TMEM54	1
ENSG00000287691	0
RNF19B	75
ENSG00000278966	0
ENSG00000217644	0
ENSG00000239670	0
ENSG00000236065	0
AK2	180
AZIN2	2
ENSG00000278997	0
TRIM62	14
ENSG00000279179	13
ENSG00000284721	0
ZNF362	119
ENSG00000270115	0
A3GALT2	2
ENSG00000225313	1
PHC2	110
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	2
ZSCAN20	20
ENSG00000235907	0
CSMD2	355
HSPD1P14	0
HMGB4	0
CSMD2-AS1	1
RNA5SP42	8
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	23
GJB5	7
GJB4	1
ENSG00000255811	0
GJB3	0
GJA4	3
ENSG00000230163	0
DLGAP3	6
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	1
ZMYM6	19
ZMYM1	50
RPL12P45	0
EFCAB14P1	8
ENSG00000284640	1
SFPQ	998
ZMYM4	411
RN7SL503P	0
SNORA62	0
RPL5P4	4
ZMYM4-AS1	0
KIAA0319L	45
ENSG00000236274	0
NCDN	14
TFAP2E-AS1	8
TFAP2E	1
PSMB2	90
C1orf216	70
CLSPN	85
ENSG00000232335	6
AGO4	158
AGO1	374
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	111
ENSG00000271554	0
ENSG00000232862	1
TEKT2	1
ADPRS	18
COL8A2	2
TRAPPC3	49
MAP7D1	238
RN7SL131P	0
THRAP3	1015
UBE2V2P4	0
SH3D21	4
EVA1B	0
ENSG00000286379	2
STK40	448
LSM10	68
RNU4-27P	0
OSCP1	11
SNORA63C	0
MRPS15	116
CSF3R	37
FTLP18	0
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	0
GRIK3	1
ENSG00000284650	0
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	25
ZC3H12A	14
MIR6732	0
MEAF6	170
MIR5581	0
SNIP1	95
FTH1P1	2
ENSG00000237749	6
DNALI1	15
GNL2	114
ENSG00000284748	0
RSPO1	2
C1orf109	42
CDCA8	32
EPHA10	27
ACTN4P2	0
ENSG00000227416	0
MANEAL	2
ENSG00000233728	0
YRDC	2
C1orf122	15
MTF1	92
ENSG00000235673	0
ENSG00000230955	0
INPP5B	149
SNORA63	4
RNU6-584P	0
SF3A3	416
RNU6-510P	2
FHL3	23
UTP11	135
POU3F1	4
MIR3659HG	1
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	1
RNU6-753P	0
LINC01685	0
HSPA5P1	2
ENSG00000284632	1
RRAGC	42
ENSG00000273637	0
RRAGC-DT	0
MYCBP	64
ENSG00000274944	0
GJA9	0
RHBDL2	0
RNU6-605P	0
EIF1P2	0
AKIRIN1	166
NDUFS5	499
MACF1	1859
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	0
OXCT2P1	0
PPIEL	3
PABPC4	358
PABPC4-AS1	0
SNORA55	0
HEYL	1
ENSG00000225903	0
NT5C1A	4
HPCAL4	9
PPIE	131
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	15
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	10
ENSG00000229213	0
ENSG00000284719	1
LINC02811	2
TRIT1	28
MYCL	22
MYCL-AS1	0
MFSD2A	3
ENSG00000228477	1
CAP1	2832
PPT1	39
OAZ1P1	1
RLF	143
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	2
ZMPSTE24	115
ENSG00000231296	0
COL9A2	20
ENSG00000227311	0
SMAP2	650
ENSG00000213172	0
ENSG00000284677	4
ZFP69B	12
ENSG00000260920	13
ENSG00000279667	10
ZFP69	5
EXO5-DT	2
EXO5	7
ENSG00000227278	0
ENSG00000238186	0
ZNF684	11
ENSG00000286838	0
ENSG00000236505	6
GTF2F2P2	0
RIMS3	9
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	183
MIR30E	9
MIR30C1	0
KCNQ4	3
RN7SL326P	0
CITED4	8
ENSG00000229528	3
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	49
SLFNL1-AS1	0
SLFNL1	2
SCMH1	185
RPL23AP17	1
ENSG00000287400	0
SCMH1-DT	1
ENSG00000213987	0
ENSG00000286640	39
FOXO6	9
FOXO6-AS1	0
RNA5SP45	0
EDN2	2
HIVEP3	189
ENSG00000230881	1
ENSG00000230638	2
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	1
FOXJ3	290
ENSG00000227527	0
RIMKLA	10
ENSG00000235002	0
ZMYND12	24
PPCS	186
CCDC30	43
RPS3AP11	0
TMSB4XP1	8
RNU6-536P	0
ENSG00000236180	0
PPIH	8
ENSG00000285728	2
ENSG00000234917	0
YBX1	4625
CLDN19	1
P3H1	8
C1orf50	1
ENSG00000283580	0
ENSG00000228452	0
TMEM269	8
SVBP	84
ERMAP	137
ZNF691-DT	17
ZNF691	6
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	0
ENSG00000288955	5
SLC2A1	525
ATP6V0CP4	7
SLC2A1-DT	0
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	3
EBNA1BP2	123
MIR6733	0
CFAP57	2
RNA5SP46	0
TMEM125	0
C1orf210	1
TIE1	13
MPL	340
ENSG00000287113	1
CDC20-DT	12
CDC20	18
ELOVL1	10
MIR6734	0
ENSG00000288772	0
MED8	41
MED8-AS1	1
SZT2	60
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	47
KDM4A	106
ENSG00000284989	0
KDM4A-AS1	8
ST3GAL3	23
ST3GAL3-AS1	0
ENSG00000233674	1
MIR6079	0
SHMT1P1	0
ARTN	3
LINC02918	0
ENSG00000288573	0
IPO13	38
ENSG00000285649	0
DPH2	11
ATP6V0B	21
B4GALT2	13
CCDC24	9
SLC6A9	13
ENSG00000230615	18
ENSG00000227163	0
KRT8P47	0
RN7SL479P	12
KLF17	0
ENSG00000233514	0
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	39
ERI3	50
ERI3-IT1	0
RNU6-369P	0
RNF220	119
MIR5584	0
TMEM53	3
ARMH1	11
RNU5F-1	46
RNU5D-1	3
KIF2C	21
ENSG00000225721	2
RPS8	3157
SNORD55	0
SNORD46	2
SNORD38A	45
SNORD38B	0
RPS15AP11	1
BEST4	2
PLK3	17
DYNLT4	1
BTBD19	6
PTCH2	16
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	35
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	83
UROD	149
ZSWIM5	65
OSTCP5	0
LINC01144	2
HPDL	0
MUTYH	2
ENSG00000288208	0
TOE1	22
TESK2	14
PPIAP36	0
CCDC163	0
